system,run_id,method,model,prompt_name,repeat_index,operation,phase,pid,latency_s,copy_d2h_s,copy_h2d_s,create_map_s,unmap_release_s,metadata_s,cpu_backup_alloc_s,cpu_backup_data_ptr_s,assign_backup_s,discard_accounting_s,loop_s,loop_accounted_s,loop_unaccounted_s,logger_s,gc_s,empty_cache_s,accounted_s,unaccounted_s,allocator_sleep_s,allocator_wake_up_s,buffer_backup_s,restore_buffers_s,post_kv_cache_wake_up_s,cpu_backup_pin_memory,allocation_count,total_bytes,backup_bytes,discard_bytes,bytes,bytes_by_tag,backup_bytes_by_tag,discard_bytes_by_tag,restored_bytes_by_tag,remapped_without_backup_bytes_by_tag
vllm,20260608_161735_sleep_l1_short_short_0_a9ac2684,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,sleep,allocator_sleep,1246312,0.32380808610469103,0.2903986447490752,,,0.027645804919302464,2.31829471886158e-05,0.0003678831271827221,1.417752355337143e-05,9.383540600538254e-06,4.458241164684296e-06,0.3185379630886018,0.31851296965032816,2.499343827366829e-05,0.00010376889258623123,0.0001274198293685913,0.005038317758589983,0.32380746956914663,6.165355443954468e-07,,,,,,False,65,4773117952,1048576000,3724541952,,"{""kv_cache"": 3724541952, ""weights"": 1048576000}","{""weights"": 1048576000}","{""kv_cache"": 3724541952}",{},{}
vllm,20260608_161735_sleep_l1_short_short_0_a9ac2684,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,sleep,worker_sleep,1246312,0.32412594091147184,,,,,,,,,,,,,,,,,,0.3239763039164245,,0.0,,,,,,,,,{},{},{},{},{}
vllm,20260608_161735_sleep_l1_short_short_0_a9ac2684,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,sleep,executor_sleep,1246312,0.3241840871050954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260608_161735_sleep_l1_short_short_0_a9ac2684,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,wake,allocator_wake_up,1246312,0.1541210152208805,,0.08320628758519888,0.045759683940559626,,,,,,,,,,,,,,,,,,,,,65,,,,4773117952,"{""kv_cache"": 3724541952, ""weights"": 1048576000}",{},{},"{""weights"": 1048576000}","{""kv_cache"": 3724541952}"
vllm,20260608_161735_sleep_l1_short_short_0_a9ac2684,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,wake,worker_wake_up,1246312,0.15476246923208237,,,,,,,,,,,,,,,,,,,0.15473084105178714,,0.0,2.8368085622787476e-05,,,,,,,{},{},{},{},{}
vllm,20260608_161735_sleep_l1_short_short_0_a9ac2684,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,wake,executor_wake_up,1246312,0.1548274219967425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260608_161752_sleep_l1_short_short_1_b2c7132b,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,1,sleep,allocator_sleep,1246594,0.32116702292114496,0.2892055460251868,,,0.026250342838466167,2.0716339349746704e-05,0.0003372412174940109,1.2896023690700531e-05,8.088070899248123e-06,3.9781443774700165e-06,0.31590852979570627,0.31588215567171574,2.6374123990535736e-05,9.809201583266258e-05,0.00012777931988239288,0.005031973123550415,0.32116637425497174,6.486661732196808e-07,,,,,,False,65,4773117952,1048576000,3724541952,,"{""kv_cache"": 3724541952, ""weights"": 1048576000}","{""weights"": 1048576000}","{""kv_cache"": 3724541952}",{},{}
vllm,20260608_161752_sleep_l1_short_short_1_b2c7132b,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,1,sleep,worker_sleep,1246594,0.32146496837958694,,,,,,,,,,,,,,,,,,0.3213361953385174,,0.0,,,,,,,,,{},{},{},{},{}
vllm,20260608_161752_sleep_l1_short_short_1_b2c7132b,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,1,sleep,executor_sleep,1246594,0.32152535300701857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260608_161752_sleep_l1_short_short_1_b2c7132b,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,1,wake,allocator_wake_up,1246594,0.1570351799018681,,0.08331349026411772,0.04844640474766493,,,,,,,,,,,,,,,,,,,,,65,,,,4773117952,"{""kv_cache"": 3724541952, ""weights"": 1048576000}",{},{},"{""weights"": 1048576000}","{""kv_cache"": 3724541952}"
