system,run_id,method,model,prompt_name,repeat_index,operation,phase,pid,latency_s,copy_d2h_s,copy_h2d_s,create_map_s,unmap_release_s,metadata_s,cpu_backup_alloc_s,cpu_backup_data_ptr_s,assign_backup_s,discard_accounting_s,loop_s,loop_accounted_s,loop_unaccounted_s,logger_s,gc_s,empty_cache_s,accounted_s,unaccounted_s,allocator_sleep_s,allocator_wake_up_s,buffer_backup_s,restore_buffers_s,post_kv_cache_wake_up_s,cpu_backup_pin_memory,allocation_count,total_bytes,backup_bytes,discard_bytes,bytes,bytes_by_tag,backup_bytes_by_tag,discard_bytes_by_tag,restored_bytes_by_tag,remapped_without_backup_bytes_by_tag
vllm,20260608_161937_sleep_l1_short_short_0_2b821773,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,sleep,allocator_sleep,1248155,0.9292772118933499,0.8873783028684556,,,0.033018996473401785,3.743031993508339e-05,0.0005762218497693539,2.0237639546394348e-05,1.4628283679485321e-05,4.122033715248108e-06,0.9211522191762924,0.9211187558248639,3.346335142850876e-05,0.0001053852029144764,0.0001406203955411911,0.007878337986767292,0.9292765627615154,6.491318345069885e-07,,,,,,False,104,4601151488,3250585600,1350565888,,"{""kv_cache"": 1350565888, ""weights"": 3250585600}","{""weights"": 3250585600}","{""kv_cache"": 1350565888}",{},{}
vllm,20260608_161937_sleep_l1_short_short_0_2b821773,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,sleep,worker_sleep,1248155,0.929595849942416,,,,,,,,,,,,,,,,,,0.9294539662078023,,0.0,,,,,,,,,{},{},{},{},{}
vllm,20260608_161937_sleep_l1_short_short_0_2b821773,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,sleep,executor_sleep,1248155,0.929653462022543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260608_161937_sleep_l1_short_short_0_2b821773,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake,allocator_wake_up,1248155,0.412526436150074,,0.25164359994232655,0.09189929440617561,,,,,,,,,,,,,,,,,,,,,104,,,,4601151488,"{""kv_cache"": 1350565888, ""weights"": 3250585600}",{},{},"{""weights"": 3250585600}","{""kv_cache"": 1350565888}"
vllm,20260608_161937_sleep_l1_short_short_0_2b821773,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake,worker_wake_up,1248155,0.41343882493674755,,,,,,,,,,,,,,,,,,,0.4134048819541931,,0.0,3.045797348022461e-05,,,,,,,{},{},{},{},{}
vllm,20260608_161937_sleep_l1_short_short_0_2b821773,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake,executor_wake_up,1248155,0.413506300188601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260608_161957_sleep_l1_short_short_1_e4488371,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,sleep,allocator_sleep,1248443,0.9251049221493304,0.8831928730942309,,,0.033533768728375435,3.9470382034778595e-05,0.0007771695964038372,2.0742882043123245e-05,1.4027580618858337e-05,4.1997991502285e-06,0.9176881052553654,0.9176549906842411,3.311457112431526e-05,0.00010144570842385292,0.0001443508081138134,0.00717028696089983,0.9251041887328029,7.334165275096893e-07,,,,,,False,104,4601151488,3250585600,1350565888,,"{""kv_cache"": 1350565888, ""weights"": 3250585600}","{""weights"": 3250585600}","{""kv_cache"": 1350565888}",{},{}
vllm,20260608_161957_sleep_l1_short_short_1_e4488371,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,sleep,worker_sleep,1248443,0.9254199960269034,,,,,,,,,,,,,,,,,,0.9252720749936998,,0.0,,,,,,,,,{},{},{},{},{}
vllm,20260608_161957_sleep_l1_short_short_1_e4488371,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,sleep,executor_sleep,1248443,0.9254758628085256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260608_161957_sleep_l1_short_short_1_e4488371,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake,allocator_wake_up,1248443,0.426486040931195,,0.25410303100943565,0.09213807480409741,,,,,,,,,,,,,,,,,,,,,104,,,,4601151488,"{""kv_cache"": 1350565888, ""weights"": 3250585600}",{},{},"{""weights"": 3250585600}","{""kv_cache"": 1350565888}"
vllm,20260608_161957_sleep_l1_short_short_1_e4488371,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake,worker_wake_up,1248443,0.4274480319581926,,,,,,,,,,,,,,,,,,,0.4274117136374116,,0.0,3.081979230046272e-05,,,,,,,{},{},{},{},{}
vllm,20260608_161957_sleep_l1_short_short_1_e4488371,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake,executor_wake_up,1248443,0.42751915799453855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260608_162017_sleep_l1_short_short_2_4fab2913,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,sleep,allocator_sleep,1248733,0.9382999441586435,0.8958820728585124,,,0.03318295441567898,3.972835838794708e-05,0.0005658464506268501,2.2680498659610748e-05,1.972634345293045e-05,4.52948734164238e-06,0.9298285753466189,0.9297911487519741,3.742659464478493e-05,0.00010064616799354553,0.0001344522461295128,0.00823561567813158,0.9382992894388735,6.547197699546814e-07,,,,,,False,104,4601151488,3250585600,1350565888,,"{""kv_cache"": 1350565888, ""weights"": 3250585600}","{""weights"": 3250585600}","{""kv_cache"": 1350565888}",{},{}
vllm,20260608_162017_sleep_l1_short_short_2_4fab2913,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,sleep,worker_sleep,1248733,0.9386258400045335,,,,,,,,,,,,,,,,,,0.9384808409959078,,0.0,,,,,,,,,{},{},{},{},{}
vllm,20260608_162017_sleep_l1_short_short_2_4fab2913,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,sleep,executor_sleep,1248733,0.9386843349784613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260608_162017_sleep_l1_short_short_2_4fab2913,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,wake,allocator_wake_up,1248733,0.4155455566942692,,0.25185642670840025,0.09188837977126241,,,,,,,,,,,,,,,,,,,,,104,,,,4601151488,"{""kv_cache"": 1350565888, ""weights"": 3250585600}",{},{},"{""weights"": 3250585600}","{""kv_cache"": 1350565888}"
vllm,20260608_162017_sleep_l1_short_short_2_4fab2913,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,wake,worker_wake_up,1248733,0.4164027529768646,,,,,,,,,,,,,,,,,,,0.41637012688443065,,0.0,2.9730144888162613e-05,,,,,,,{},{},{},{},{}
vllm,20260608_162017_sleep_l1_short_short_2_4fab2913,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,wake,executor_wake_up,1248733,0.41647914005443454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
