system,run_id,method,model,prompt_name,repeat_index,operation,phase,pid,latency_s,copy_d2h_s,copy_h2d_s,create_map_s,unmap_release_s,metadata_s,cpu_backup_alloc_s,cpu_backup_data_ptr_s,assign_backup_s,discard_accounting_s,loop_s,loop_accounted_s,loop_unaccounted_s,logger_s,gc_s,empty_cache_s,accounted_s,unaccounted_s,allocator_sleep_s,allocator_wake_up_s,buffer_backup_s,restore_buffers_s,post_kv_cache_wake_up_s,cpu_backup_pin_memory,allocation_count,total_bytes,backup_bytes,discard_bytes,bytes,bytes_by_tag,backup_bytes_by_tag,discard_bytes_by_tag,restored_bytes_by_tag,remapped_without_backup_bytes_by_tag
vllm,20260608_161826_sleep_l1_short_short_0_da6f9990,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,sleep,allocator_sleep,1247201,0.9550497718155384,0.16954620787873864,,,0.032804947812110186,6.035715341567993e-05,0.7481119609437883,8.120248094201088e-05,2.9218383133411407e-05,4.360917955636978e-06,0.9507878189906478,0.9507480254396796,3.9793550968170166e-05,0.00010724412277340889,0.0008150842040777206,0.003338778857141733,0.9550489261746407,8.456408977508545e-07,,,,,,True,104,4601151488,3250585600,1350565888,,"{""kv_cache"": 1350565888, ""weights"": 3250585600}","{""weights"": 3250585600}","{""kv_cache"": 1350565888}",{},{}
vllm,20260608_161826_sleep_l1_short_short_0_da6f9990,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,sleep,worker_sleep,1247201,0.9554341547191143,,,,,,,,,,,,,,,,,,0.9552960731089115,,0.0,,,,,,,,,{},{},{},{},{}
vllm,20260608_161826_sleep_l1_short_short_0_da6f9990,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,sleep,executor_sleep,1247201,0.9554943949915469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260608_161826_sleep_l1_short_short_0_da6f9990,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake,allocator_wake_up,1247201,0.2667364510707557,,0.17807761952280998,0.08848845679312944,,,,,,,,,,,,,,,,,,,,,104,,,,4601151488,"{""kv_cache"": 1350565888, ""weights"": 3250585600}",{},{},"{""weights"": 3250585600}","{""kv_cache"": 1350565888}"
vllm,20260608_161826_sleep_l1_short_short_0_da6f9990,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake,worker_wake_up,1247201,0.2669030390679836,,,,,,,,,,,,,,,,,,,0.2668619314208627,,0.0,3.6327168345451355e-05,,,,,,,{},{},{},{},{}
vllm,20260608_161826_sleep_l1_short_short_0_da6f9990,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake,executor_wake_up,1247201,0.26696112379431725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260608_161856_sleep_l1_short_short_1_bdbc84db,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,sleep,allocator_sleep,1247544,0.9843276450410485,0.1701708915643394,,,0.03298597037792206,5.99520280957222e-05,0.7734434711746871,7.421616464853287e-05,2.704281359910965e-05,4.406087100505829e-06,0.9769164971075952,0.9768688315525651,4.76655550301075e-05,0.00011275289580225945,0.00012747803702950478,0.007170253898948431,0.9843269819393754,6.631016731262207e-07,,,,,,True,104,4601151488,3250585600,1350565888,,"{""kv_cache"": 1350565888, ""weights"": 3250585600}","{""weights"": 3250585600}","{""kv_cache"": 1350565888}",{},{}
vllm,20260608_161856_sleep_l1_short_short_1_bdbc84db,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,sleep,worker_sleep,1247544,0.9846354881301522,,,,,,,,,,,,,,,,,,0.9844977171160281,,0.0,,,,,,,,,{},{},{},{},{}
vllm,20260608_161856_sleep_l1_short_short_1_bdbc84db,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,sleep,executor_sleep,1247544,0.9846953498199582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260608_161856_sleep_l1_short_short_1_bdbc84db,sleep_l1,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake,allocator_wake_up,1247544,0.26687094988301396,,0.17819172609597445,0.08851801278069615,,,,,,,,,,,,,,,,,,,,,104,,,,4601151488,"{""kv_cache"": 1350565888, ""weights"": 3250585600}",{},{},"{""weights"": 3250585600}","{""kv_cache"": 1350565888}"
