system,run_id,method,model,prompt_name,repeat_index,ok,startup_latency_s,memory_gpu_used_ready_mib,memory_cpu_used_ready_mib,memory_gpu_used_evict_mib,memory_cpu_used_evict_mib,evict_latency_s,restore_latency_s,restore_latency_estimated,ttft_before_s,ttft_after_s,latency_before_s,latency_after_s,output_tokens_before,output_tokens_after,tpot_before_s,tpot_after_s,ttft_available,tpot_available,error
vllm,20260603_150331_cold_reload_short_short_0_22caa5fc,cold_reload,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,True,15.021156848873943,4899,3320.078125,1,,0.3643357860855758,15.520261232042685,False,0.0673753279261291,0.06742004002444446,0.1347135240212083,0.13509076996706426,26,26,0.0026935278438031673,0.002706829197704792,True,True,
vllm,20260603_150405_cold_reload_short_short_1_b2c520e0,cold_reload,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,1,True,15.520725853042677,4899,3315.4453125,1,,0.36431832797825336,15.520936236949638,False,0.06796379596926272,0.06707818596623838,0.13906122907064855,0.13612786796875298,26,26,0.0028438973240554333,0.002761987280100584,True,True,
vllm,20260603_150440_cold_reload_short_short_2_85bd4dfc,cold_reload,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,2,True,15.521448872052133,4899,3315.96484375,1,,0.3644996469374746,15.519935321062803,False,0.06789823388680816,0.06750051002018154,0.1398463340010494,0.13881915295496583,26,26,0.00287792400456965,0.002852745717391372,True,True,
vllm,20260603_150514_cold_reload_long_short_0_463d8e6b,cold_reload,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,0,True,15.520303099881858,4899,3322.1328125,1,,0.3141461359336972,15.520866062026471,False,0.08386311796493828,0.08561603887937963,0.13383240601979196,0.1387175628915429,21,21,0.002498464402742684,0.002655076200608164,True,True,
vllm,20260603_150549_cold_reload_long_short_1_afb5e5e0,cold_reload,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,1,True,15.020071081118658,4899,3321.53515625,1,,0.36412718589417636,15.520214919932187,False,0.08272506506182253,0.08294050791300833,0.13235901901498437,0.13539847591891885,21,21,0.0024816976976580916,0.0026228984002955257,True,True,
vllm,20260603_150623_cold_reload_long_short_2_12ecd38b,cold_reload,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,2,True,15.521164081990719,4899,3324.45703125,1,,0.3142989908810705,15.020632795989513,False,0.08549224003218114,0.08250540401786566,0.13822695915587246,0.13262575608678162,21,21,0.002636735956184566,0.0025060176034457982,True,True,
vllm,20260603_150656_cold_reload_short_long_0_df6fd7d8,cold_reload,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,0,True,15.520913221174851,4899,3323.015625,1,,0.3644800609908998,15.521363585954532,False,0.06754876812919974,0.06648604292422533,0.4334583729505539,0.4283140399493277,130,130,0.0028365085645066213,0.0028048681939930415,True,True,
vllm,20260603_150732_cold_reload_short_long_1_42be2620,cold_reload,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,1,True,15.022582724923268,4899,3311.8828125,1,,0.364009136101231,15.519607241963968,False,0.06736517790704966,0.06687921611592174,0.42488445108756423,0.4290862230118364,130,130,0.002771467233957477,0.0028078062550070905,True,True,
vllm,20260603_150806_cold_reload_short_long_2_e16f6c15,cold_reload,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,2,True,15.021745644044131,4899,3324.921875,1,,0.36405212990939617,15.52065806882456,False,0.08891530707478523,0.06675182399339974,0.44442074792459607,0.4295286340638995,130,130,0.0027558561306186887,0.002812223333879843,True,True,
vllm,20260603_150840_sleep_l1_short_short_0_a04d52b3,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,True,15.52290077204816,4951,3317.2265625,909,5202.18359375,0.44159614597447217,0.10978062101639807,False,0.0676687560044229,0.009612976107746363,0.13933709193952382,0.07930612307973206,26,26,0.0028667334374040364,0.002787725878879428,True,True,
vllm,20260603_150900_sleep_l1_short_short_1_98b7e73e,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,1,True,15.522006921935827,4951,3322.2265625,909,5206.9453125,0.44196470081806183,0.11031135497614741,False,0.06628671917133033,0.00938805309124291,0.13795164902694523,0.07916123094037175,26,26,0.002866597194224596,0.0027909271139651536,True,True,
vllm,20260603_150919_sleep_l1_short_short_2_1125d5d9,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,2,True,15.522210640832782,4951,3316.71875,909,5205.59375,0.4451587679795921,0.10983430803753436,False,0.0679420349188149,0.009358282899484038,0.13964386796578765,0.07929577399045229,26,26,0.00286807332187891,0.00279749964363873,True,True,
vllm,20260603_150938_sleep_l1_long_short_0_9eda99ae,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,0,True,15.52331529208459,4951,3321.77734375,909,5207.7265625,0.4423049399629235,0.10968286800198257,False,0.0828417269513011,0.029482251033186913,0.13441131892614067,0.08125477284193039,21,21,0.0025784795987419786,0.002588626090437174,True,True,
vllm,20260603_150957_sleep_l1_long_short_1_9369266d,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,1,True,15.523107430897653,4951,3317.2109375,909,5206.68359375,0.43972821603529155,0.10953298606909811,False,0.08255230798386037,0.029289667028933764,0.13261046190746129,0.08365500112995505,21,21,0.0025029076961800454,0.0027182667050510644,True,True,
vllm,20260603_151016_sleep_l1_long_short_2_110112d6,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,2,True,15.52177268313244,4951,3317.75,909,5207.453125,0.444055536063388,0.10991798900067806,False,0.0820496859960258,0.02697524009272456,0.13521606801077724,0.07854711217805743,21,21,0.0026583191007375716,0.0025785936042666434,True,True,
vllm,20260603_151036_sleep_l1_short_long_0_95043e89,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,0,True,15.526194026926532,4951,3322.77734375,909,5207.6484375,0.4346566169988364,0.111860116943717,False,0.06731024500913918,0.008945958921685815,0.4315719089936465,0.369686370017007,130,130,0.002823733829337266,0.002796437295312567,True,True,
vllm,20260603_151055_sleep_l1_short_long_1_c097594f,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,1,True,15.5218108498957,4951,3325.3359375,909,5210.12109375,0.43704783101566136,0.1117252279073,False,0.0678531879093498,0.009033480891957879,0.43456131778657436,0.3698463849723339,130,130,0.002842698681218795,0.0027969992564370236,True,True,
vllm,20260603_151115_sleep_l1_short_long_2_64c2af5b,sleep_l1,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,2,True,15.521810728125274,4951,3325.953125,909,5211.08203125,0.43781968811526895,0.11465729400515556,False,0.0681689539924264,0.009607850108295679,0.42429887200705707,0.369878362165764,130,130,0.002760697038873106,0.0027927946671121575,True,True,
vllm,20260603_151135_sleep_l2_short_short_0_958723ed,sleep_l2,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,True,15.521666667889804,4951,3320.6953125,907,3455.21875,0.06528264214284718,0.25205348059535027,False,0.06783403595909476,0.00981084001250565,0.1355588708538562,0.08262752485461533,26,26,0.0027089933957904575,0.002912667393684387,True,True,
vllm,20260603_151154_sleep_l2_short_short_1_ec6c5cdd,sleep_l2,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,1,True,15.52084847795777,4951,3321.63671875,907,3452.453125,0.06302098301239312,0.25509972707368433,False,0.06659609288908541,0.009622872108593583,0.13605945906601846,0.07968638301827013,26,26,0.002778534647077322,0.002802540436387062,True,True,
vllm,20260603_151213_sleep_l2_short_short_2_271a5fe1,sleep_l2,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,2,True,15.522543183062226,4951,3323.9765625,907,3454.55859375,0.0627903868444264,0.25032264506444335,False,0.06778442091308534,0.009659233037382364,0.1392477999906987,0.08267111610621214,26,26,0.002858535163104534,0.002920475322753191,True,True,
vllm,20260603_151232_sleep_l2_long_short_0_072abc02,sleep_l2,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,0,True,15.0219805019442,4951,3322.328125,907,3453.921875,0.05974848801270127,0.24825546704232693,False,0.08171777287498116,0.027728620916604996,0.13159088185057044,0.08064937102608383,21,21,0.0024936554487794637,0.0026460375054739417,True,True,
vllm,20260603_151250_sleep_l2_long_short_1_fc603252,sleep_l2,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,1,True,15.521197316935286,4951,3325.29296875,907,3456.9765625,0.06107122101821005,0.2538907299749553,False,0.08352014818228781,0.028766507981345057,0.13308968511410058,0.08307448192499578,21,21,0.002478476846590638,0.002715398697182536,True,True,
vllm,20260603_151310_sleep_l2_long_short_2_02dacd88,sleep_l2,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,2,True,15.521557177882642,4951,3321.7578125,907,3453.4765625,0.06347889802418649,0.24664956284686923,False,0.08219394995830953,0.028655355097725987,0.13497932301834226,0.08223672513850033,21,21,0.0026392686530016364,0.002679068502038717,True,True,
vllm,20260603_151329_sleep_l2_short_long_0_658575c8,sleep_l2,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,0,True,15.020984933944419,4951,3325.1875,907,3456.0234375,0.059981058817356825,0.24282152601517737,False,0.0674752180930227,0.009249981958419085,0.42317546298727393,0.37055732286535203,130,130,0.0027573662394903197,0.002800832100053744,True,True,
vllm,20260603_151348_sleep_l2_short_long_1_8d6db949,sleep_l2,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,1,True,15.521298906067386,4951,3317.86328125,907,3448.8203125,0.05952586303465068,0.24378102784976363,False,0.06749500310979784,0.009380395989865065,0.43396475492045283,0.3717394501436502,130,130,0.0028408507892298835,0.002808984915920815,True,True,
vllm,20260603_151407_sleep_l2_short_long_2_f0cbda5a,sleep_l2,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,2,True,15.522640303010121,4951,3313.51171875,907,3444.32421875,0.05930130113847554,0.2428452279418707,False,0.06738518620841205,0.009574406081810594,0.43291248800233006,0.37022855691611767,130,130,0.0028335449751466513,0.0027957686111186597,True,True,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,True,,4501,,4,,0.4535385628696531,0.43719995906576514,False,0.1768097709864378,0.09325365303084254,0.17685878789052367,0.09332416602410376,28,28,1.815440892069428e-06,2.611592343008077e-06,True,True,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,1,True,,4501,,4,,0.4522527779918164,0.43732396606355906,False,0.08842874807305634,0.09321096097119153,0.0885059810243547,0.09325558296404779,28,28,2.860479677716891e-06,1.652666402083856e-06,True,True,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,2,True,,4501,,4,,0.44352155714295805,0.4371253401041031,False,0.09018151485361159,0.09424375602975488,0.09022089280188084,0.09428394003771245,28,28,1.458442528490667e-06,1.4882965910213965e-06,True,True,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,0,True,,4501,,4,,0.4452805048786104,0.44504607282578945,False,0.08701940602622926,0.08647450595162809,0.0870482970494777,0.08651008596643806,20,20,1.520580170970214e-06,1.8726323584192677e-06,True,True,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,1,True,,4501,,4,,0.4445876928512007,0.4316680720075965,False,0.07041423814371228,0.08674726309254766,0.07044902816414833,0.08678057417273521,21,20,1.7395010218024255e-06,1.7532147467136383e-06,True,True,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,2,True,,4501,,4,,0.4468711679801345,0.44332909397780895,False,0.07117200805805624,0.08738395804539323,0.07120211492292583,0.08740973193198442,21,20,1.5053432434797286e-06,1.3565203469050557e-06,True,True,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,0,True,,4501,,4,,0.446454388089478,0.44538469915278256,False,0.4067206389736384,0.4106311129871756,0.4068899480625987,0.4107878799550235,122,120,1.3992486690933055e-06,1.3173694777138093e-06,True,True,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,1,True,,4501,,4,,0.437935990979895,0.4375060929451138,False,0.4061396529432386,0.40810593497008085,0.40629591699689627,0.4082607019226998,126,120,1.2501124292612076e-06,1.3005626270500551e-06,True,True,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,2,True,,4501,,4,,0.4413529259618372,0.43177296104840934,False,0.40336138498969376,0.4093144650105387,0.4035137251485139,0.4094737640116364,126,120,1.2187212705612184e-06,1.3386470680477238e-06,True,True,
serverless_llm,,delete_register,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,False,,,,,,,,False,,,,,,,,,False,False,unsupported: current ServerlessLLM delete removes metadata but does not reliably stop runtime/router
serverless_llm,,scale_to_zero_restore,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,False,,,,,,,,False,,,,,,,,,False,False,"blocked in current rerun: ServerlessLLM Docker runtime health endpoint was up, but inference before measurement timed out after 300s; old 20260602 rows were not reused because they used first post-idle request as latency_after_s, inconsistent with the simplified schema requiring a second active request"
