system,run_id,method,model,prompt_name,repeat_index,operation,phase,pid,latency_s,copy_d2h_s,copy_h2d_s,create_map_s,unmap_release_s,metadata_s,cpu_backup_alloc_s,cpu_backup_data_ptr_s,assign_backup_s,discard_accounting_s,loop_s,loop_accounted_s,loop_unaccounted_s,logger_s,gc_s,empty_cache_s,accounted_s,unaccounted_s,allocator_sleep_s,allocator_wake_up_s,buffer_backup_s,restore_buffers_s,post_kv_cache_wake_up_s,cpu_backup_pin_memory,allocation_count,total_bytes,backup_bytes,discard_bytes,bytes,bytes_by_tag,backup_bytes_by_tag,discard_bytes_by_tag,restored_bytes_by_tag,remapped_without_backup_bytes_by_tag
vllm,20260610_154709_sleep_l2_short_short_0_9d8e10ee,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,sleep,allocator_sleep,1803803,0.10651402501389384,0.0,,,0.09833427285775542,1.791398972272873e-05,0.0,0.0,0.0,1.0805204510688782e-05,0.09842903073877096,0.0984047488309443,2.4281907826662064e-05,0.00011732429265975952,0.0001341640017926693,0.007832631003111601,0.10651315003633499,8.749775588512421e-07,,,,,,True,104,4601151488,0,4601151488,,"{""kv_cache"": 1350565888, ""weights"": 3250585600}",{},"{""kv_cache"": 1350565888, ""weights"": 3250585600}",{},{}
vllm,20260610_154709_sleep_l2_short_short_0_9d8e10ee,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,sleep,worker_sleep,1803803,0.11108266282826662,,,,,,,,,,,,,,,,,,0.10667526675388217,,0.004256298765540123,,,,,,,,,{},{},{},{},{}
vllm,20260610_154709_sleep_l2_short_short_0_9d8e10ee,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,sleep,executor_sleep,1803803,0.11114492127671838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154709_sleep_l2_short_short_0_9d8e10ee,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake_weights,allocator_wake_up,1803803,0.07021055184304714,,0.0,0.07015352975577116,,,,,,,,,,,,,,,,,,,,,76,,,,3250585600,"{""weights"": 3250585600}",{},{},{},"{""weights"": 3250585600}"
vllm,20260610_154709_sleep_l2_short_short_0_9d8e10ee,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake_weights,worker_wake_up,1803803,0.0721879038028419,,,,,,,,,,,,,,,,,,,0.0703267571516335,,0.001857904251664877,0.0,,,,,,,{},{},{},{},{}
vllm,20260610_154709_sleep_l2_short_short_0_9d8e10ee,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake_weights,executor_wake_up,1803803,0.0722856423817575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154709_sleep_l2_short_short_0_9d8e10ee,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake_kv_cache,allocator_wake_up,1803803,0.029542533215135336,,0.0,0.029511637054383755,,,,,,,,,,,,,,,,,,,,,28,,,,1350565888,"{""kv_cache"": 1350565888}",{},{},{},"{""kv_cache"": 1350565888}"
vllm,20260610_154709_sleep_l2_short_short_0_9d8e10ee,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake_kv_cache,worker_wake_up,1803803,0.029695166740566492,,,,,,,,,,,,,,,,,,,0.029659640043973923,,0.0,3.144191578030586e-05,,,,,,,{},{},{},{},{}
vllm,20260610_154709_sleep_l2_short_short_0_9d8e10ee,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,0,wake_kv_cache,executor_wake_up,1803803,0.029754059854894876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154728_sleep_l2_short_short_1_a0d07dfd,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,sleep,allocator_sleep,1804094,0.1078543309122324,0.0,,,0.09928188659250736,2.2372230887413025e-05,0.0,0.0,0.0,1.0482966899871826e-05,0.0993896210566163,0.09936410980299115,2.5511253625154495e-05,0.00010409904643893242,0.00012487685307860374,0.008234953973442316,0.10785355092957616,7.799826562404633e-07,,,,,,True,104,4601151488,0,4601151488,,"{""kv_cache"": 1350565888, ""weights"": 3250585600}",{},"{""kv_cache"": 1350565888, ""weights"": 3250585600}",{},{}
