system,run_id,method,model,prompt_name,repeat_index,ok,startup_latency_s,memory_gpu_used_ready_mib,memory_cpu_used_ready_mib,memory_gpu_used_evict_mib,memory_cpu_used_evict_mib,evict_latency_s,restore_latency_s,restore_latency_estimated,ttft_before_s,ttft_after_s,latency_before_s,latency_after_s,output_tokens_before,output_tokens_after,tpot_before_s,tpot_after_s,ttft_available,tpot_available,error
vllm,20260605_095722_cold_reload_short_short_0_dfd4bdd7,cold_reload,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,0,True,19.5271719628945,9347,3415.828125,1,,0.3644861918874085,19.027893733000383,False,0.07675705407746136,0.07146271807141602,0.38866482116281986,0.38329357001930475,28,28,0.011552139521679945,0.011549290812884768,True,True,
vllm,20260605_095804_cold_reload_short_short_1_94803a1d,cold_reload,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,True,19.526654924964532,9347,3412.5,1,,0.36446000286377966,19.02568602282554,False,0.0711028438527137,0.07128851395100355,0.38921475782990456,0.38377654599025846,28,28,0.011781922739895957,0.0115736308162687,True,True,
vllm,20260605_095847_cold_reload_short_short_2_5683d3bb,cold_reload,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,True,19.529421763960272,9347,3413.2109375,1,,0.3643683970440179,19.528891688911244,False,0.07132055494002998,0.07146572298370302,0.3894978279713541,0.38493209797888994,28,28,0.011784343445604598,0.011609865740562478,True,True,
vllm,20260605_095930_cold_reload_long_short_0_9f6ac2cf,cold_reload,/home/ljl/models/hf/Qwen2.5-3B-Instruct,long_short,0,True,19.526880329940468,9347,3415.87890625,1,,0.36423293501138687,19.52593492018059,False,0.18449879600666463,0.1711973629426211,0.4159628141205758,0.40141484094783664,15,15,0.016533144150993655,0.01644410557180111,True,True,
vllm,20260605_100013_cold_reload_long_short_1_88f23e9c,cold_reload,/home/ljl/models/hf/Qwen2.5-3B-Instruct,long_short,1,True,19.528625540900975,9347,3411.5,1,,0.36426476505585015,19.526123319054022,False,0.1716007620561868,0.1695592631585896,0.40223696012981236,0.399311067070812,15,15,0.016474014148116112,0.016410843136587312,True,True,
vllm,20260605_100056_cold_reload_long_short_2_aa91e51b,cold_reload,/home/ljl/models/hf/Qwen2.5-3B-Instruct,long_short,2,True,19.02778187999502,9347,3403.41796875,1,,0.3643749258480966,19.02612888906151,False,0.17120962007902563,0.16987165296450257,0.40120769501663744,0.399721120018512,15,15,0.01642843392411513,0.01641781907528639,True,True,
vllm,20260605_100138_cold_reload_short_long_0_2ef18cea,cold_reload,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_long,0,True,19.527748188003898,9347,3398.77734375,1,,0.3641890699509531,19.526549437083304,False,0.07151481998153031,0.07279454311355948,1.7177526568993926,1.7240232811309397,131,131,0.01266336797629125,0.012701759523210617,True,True,
vllm,20260605_100223_cold_reload_short_long_1_0855a4ee,cold_reload,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_long,1,True,19.527054626960307,9347,3405.18359375,1,,0.31412376603111625,19.527412596857175,False,0.07187907304614782,0.07397874491289258,1.7195227381307632,1.71981506398879,131,131,0.012674182039112426,0.012660279377506902,True,True,
vllm,20260605_100309_cold_reload_short_long_2_7a0b82d1,cold_reload,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_long,2,True,19.026386386947706,9347,3412.3828125,1,,0.3141120788641274,19.025076888967305,False,0.07136633386835456,0.07098976499401033,1.717678947839886,1.7175036079715937,131,131,0.012663943184396396,0.012665491099827564,True,True,
vllm,20260605_100354_sleep_l1_short_short_0_bd5cf91d,sleep_l1,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,0,True,30.039287083083764,9383,3498.390625,1501,12732.08203125,2.1417825631797314,0.5203181649558246,False,0.3939671500120312,0.018432606011629105,0.713410654803738,0.34099655388854444,28,28,0.011831240918211363,0.011946812884330197,True,True,
vllm,20260605_100431_sleep_l1_short_short_1_c6333d9c,sleep_l1,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,True,19.530571380862966,9359,3415.05078125,951,12647.14453125,2.151294315000996,0.5092638700734824,False,0.0718772760592401,0.018727419897913933,0.38409422617405653,0.3413203170057386,28,28,0.011563590744993201,0.01194788507806758,True,True,
vllm,20260605_100458_sleep_l1_short_short_2_b1092999,sleep_l1,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,True,19.526271121110767,9359,3414.23828125,951,12646.3359375,2.147845851024613,0.5116285369731486,False,0.0718323988839984,0.019147480838000774,0.3850456529762596,0.34192418004386127,28,28,0.01160049089230597,0.011954692563180018,True,True,
vllm,20260605_100524_sleep_l1_long_short_0_48b86cc4,sleep_l1,/home/ljl/models/hf/Qwen2.5-3B-Instruct,long_short,0,True,19.528186278883368,9359,3413.8125,951,12646.52734375,2.150016404921189,0.5098265470005572,False,0.17253519711084664,0.11842026305384934,0.40244928910396993,0.358513668179512,15,15,0.016422435142365948,0.017149528937547336,True,True,
vllm,20260605_100551_sleep_l1_long_short_1_fb4135db,sleep_l1,/home/ljl/models/hf/Qwen2.5-3B-Instruct,long_short,1,True,19.52847426594235,9359,3414.640625,951,12647.48046875,2.149504652014002,0.5121296290308237,False,0.1719321960117668,0.11840048595331609,0.4018629321362823,0.35850666696205735,15,15,0.016423624008893967,0.017150441500624374,True,True,
vllm,20260605_100617_sleep_l1_long_short_2_154ec5d7,sleep_l1,/home/ljl/models/hf/Qwen2.5-3B-Instruct,long_short,2,True,19.526124208932742,9359,3410.24609375,951,12647.3125,2.1503669971134514,0.5134411170147359,False,0.17244350188411772,0.11898569413460791,0.4027154529467225,0.3590471891220659,15,15,0.01644799650447177,0.017147249641961286,True,True,
vllm,20260605_100644_sleep_l1_short_long_0_0c29dc9b,sleep_l1,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_long,0,True,19.53003325383179,9359,3414.0703125,951,12646.203125,2.149261172162369,0.5087595491204411,False,0.07126756315119565,0.018387380056083202,1.720893434016034,1.676743078045547,131,131,0.012689429775883372,0.012756582292226645,True,True,
vllm,20260605_100713_sleep_l1_short_long_1_7f69b6fa,sleep_l1,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_long,1,True,19.525306039955467,9359,3409.3671875,951,12646.125,2.144889986142516,0.5049047200009227,False,0.07205305295065045,0.017468921141698956,1.7196662619244307,1.67499780212529,131,131,0.012673947761336771,0.01275022216141224,True,True,
vllm,20260605_100743_sleep_l1_short_long_2_61ea7608,sleep_l1,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_long,2,True,19.526611394947395,9359,3412.66796875,951,12644.4453125,2.1490651899948716,0.5077365739271045,False,0.07172991405241191,0.018417156068608165,1.7190730338916183,1.6761227431707084,131,131,0.01267187015260928,0.012751581439246925,True,True,
vllm,20260605_100812_sleep_l2_short_short_0_a860f915,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,0,True,19.525776935974136,9359,3418.99609375,933,3544.5234375,0.18187755602411926,1.5898043049965054,False,0.0707071227952838,0.018773987889289856,0.3839354219380766,0.3414097528439015,28,28,0.011601048116399735,0.011949472776096728,True,True,
vllm,20260605_100837_sleep_l2_short_short_1_a9b25d7e,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,True,19.527417201083153,9359,3417.80078125,933,3543.62109375,0.18373411404900253,1.4642050908878446,False,0.07206241087988019,0.018262475030496716,0.3849475800525397,0.3411819639150053,28,28,0.011588339598987389,0.011959981069796614,True,True,
vllm,20260605_100902_sleep_l2_short_short_2_affda82c,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,True,19.52971678902395,9359,3417.4765625,933,3543.33984375,0.18220078595913947,1.4562774340156466,False,0.07136144489049911,0.018526037922129035,0.38418639497831464,0.34132515196688473,28,28,0.011586109262511687,0.01195552274239836,True,True,
